"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"2066","apaesnut",2015,8,0.004,0.015,NA,NA,0.004,NA,1,0,NA,NA,1,NA
"2067","apaesnut",2015,9,0.005,0.005,NA,NA,0.004,26,0,0,NA,NA,1,0
"2068","apaesnut",2015,10,0.004,0.006,NA,NA,0.004,12,1,0,NA,NA,1,0
"2069","apaesnut",2015,11,0.004,0.008,NA,NA,0.004,7.9,1,0,NA,NA,1,0
"2070","apaesnut",2015,12,0.004,0.016,NA,NA,0.06,9.2,1,0,NA,NA,0,0
"2071","apaesnut",2016,1,0.004,0.031,NA,NA,0.084,2.2,1,0,NA,NA,0,0
"2072","apaesnut",2016,2,0.007,0.01,NA,NA,0.27,11,0,0,NA,NA,0,0
"2073","apaesnut",2016,3,0.006,0.01,NA,NA,0.053,4.4,0,0,NA,NA,0,0
"2074","apaesnut",2016,4,0.005,0.012,NA,NA,0.004,0.8,0,0,NA,NA,1,0
"2075","apaesnut",2016,5,0.004,0.014,NA,NA,0.087,10,1,0,NA,NA,0,0
"2076","apaesnut",2016,6,0.004,0.006,NA,NA,0.009,12,1,0,NA,NA,0,0
"2077","apaesnut",2016,7,0.004,0.068,NA,NA,0.02,7.5,1,0,NA,NA,0,0
"2078","apaesnut",2016,8,0.005,0.11,NA,NA,0.032,16,0,0,NA,NA,0,0
"2079","apaesnut",2016,9,0.004,0.045,NA,NA,0.004,12,1,0,NA,NA,1,0
"2080","apaesnut",2016,10,0.004,0.009,NA,NA,0.004,11,1,0,NA,NA,1,0
"2081","apaesnut",2016,11,0.004,0.00666666666666667,NA,NA,0.004,10.5333333333333,1,0,NA,NA,1,0
"2082","apaesnut",2016,12,0.004,0.01,NA,NA,0.058,7.7,1,0,NA,NA,0,0
"2083","apaesnut",2017,1,0.004,0.00733333333333333,NA,NA,0.101666666666667,14.3333333333333,1,0,NA,NA,0,0
"2084","apaesnut",2017,2,0.004,0.0105,NA,NA,0.0135,18,1,0,NA,NA,1,0
"2085","apaesnut",2017,4,0.004,0.013,NA,NA,0.096,14,1,0,NA,NA,0,0
"2086","apaesnut",2017,5,0.004,0.0123333333333333,NA,NA,0.072,16.6666666666667,1,0,NA,NA,0,0
"2087","apaesnut",2017,6,0.004,0.026,NA,NA,0.014,16,1,0,NA,NA,0,0
"2088","apaesnut",2017,7,0.004,0.05,NA,NA,0.009,2.8,0,0,NA,NA,0,0
"2089","apaesnut",2017,8,0.004,0.083,NA,NA,0.04,6.1,1,0,NA,NA,0,0
"2090","apaesnut",2017,9,0.004,0.027,NA,NA,0.005,10,1,0,NA,NA,0,0
"2091","apaesnut",2017,10,0.004,0.01,NA,NA,0.01,8,1,0,NA,NA,0,0
"2092","apaesnut",2017,11,0.0055,0.0065,NA,NA,0.0045,8.25,1,0,NA,NA,0,0
"2093","apaesnut",2018,1,0.004,0.006,NA,NA,0.004,8.7,1,0,NA,NA,1,0
"2094","apaesnut",2018,2,0.004,0.004,NA,NA,0.005,22,1,0,NA,NA,0,0
"2095","apaesnut",2018,3,0.004,0.004,NA,NA,0.004,41,1,0,NA,NA,1,0
"2096","apaesnut",2018,4,0.004,0.033,NA,NA,0.26,8.6,1,0,NA,NA,0,0
"2097","apaesnut",2018,5,0.004,0.0346666666666667,NA,NA,0.004,12.3333333333333,1,0,NA,NA,1,0
"2098","apaesnut",2018,6,0.004,0.059,NA,NA,0.053,12,0,0,NA,NA,0,0
"2099","apaesnut",2018,7,0.004,0.16,NA,NA,0.024,13,1,0,NA,NA,0,0
"2100","apaesnut",2018,8,0.004,0.085,NA,NA,0.018,2.4,1,0,NA,NA,0,0
"2101","apaesnut",2018,9,0.004,0.029,NA,NA,0.031,10,1,0,NA,NA,0,0
"2102","apaesnut",2018,10,20,0.1,NA,NA,0.004,17,0,0,NA,NA,1,0
"2103","apaesnut",2018,11,0.004,0.0335,NA,NA,0.029,5.6,1,0,NA,NA,0,0
"2104","apaesnut",2019,1,0.004,0.0173333333333333,NA,NA,0.0193333333333333,1.06666666666667,1,0,NA,NA,0,0
"2105","apaesnut",2019,2,0.004,0.034,NA,NA,0.077,2.5,1,0,NA,NA,0,0
"2106","apaesnut",2019,3,7.6,0.024,NA,NA,0.004,6.2,0,0,NA,NA,1,0
"2107","apaesnut",2019,4,0.004,0.024,NA,NA,0.11,5.8,1,0,NA,NA,0,0
"2108","apaesnut",2019,5,0.004,0.005,NA,NA,0.053,11,1,0,NA,NA,0,0
"2109","apaesnut",2019,6,0.004,0.004,NA,NA,0.004,13,1,0,NA,NA,1,0
"2110","apaesnut",2019,7,0.004,0.007,NA,NA,0.04,13,1,0,NA,NA,0,0
"2111","apaesnut",2019,8,0.004,0.01,NA,NA,0.005,11,1,0,NA,NA,0,0
"2112","apaesnut",2019,9,0.004,0.007,NA,NA,0.005,12,1,0,NA,NA,0,0
"2113","apaesnut",2019,10,0.004,0.007,NA,NA,0.004,14,1,0,NA,NA,1,0
"2114","apaesnut",2019,11,0.004,0.003,NA,NA,0.004,13,1,0,NA,NA,1,0
"2115","apaesnut",2019,12,0.004,0.007,NA,NA,0.069,9.2,1,0,NA,NA,0,0
"2116","apaesnut",2020,2,0.004,0.006,NA,NA,0.21,5.8,1,0,NA,NA,0,0
"2117","apaesnut",2020,3,0.005,0.004,NA,NA,0.004,23,0,0,NA,NA,1,0
"2118","apaesnut",2020,5,NA,0.005,NA,NA,0.004,NA,NA,0,NA,NA,1,NA
"2119","apaesnut",2020,7,0.0045,0.004,NA,NA,0.041,20.5,1,0,NA,NA,0,0
"2120","apaesnut",2020,8,0.004,0.007,NA,NA,0.012,18,1,0,NA,NA,0,0
"2121","apaesnut",2020,9,0.004,0.042,NA,NA,0.0115,1.9,1,0,NA,NA,0,1
"2122","apaesnut",2020,11,0.005,0.011,NA,NA,0.004,4.4,0,0,NA,NA,1,0
"2123","apaesnut",2021,1,0.004,0.034,NA,NA,0.007,4,1,0,NA,NA,0,0
"2124","apaesnut",2021,2,0.007,0.049,NA,NA,0.042,5.4,0,0,NA,NA,0,0
"2125","apaesnut",2021,3,0.006,0.021,NA,NA,0.2,17,0,0,NA,NA,0,0
"2126","apaesnut",2021,4,0.004,0.008,NA,NA,0.14,12,0,0,NA,NA,0,0
"2127","apaesnut",2021,5,0.006,0.017,NA,NA,0.17,9.1,0,0,NA,NA,0,0
"2128","apaesnut",2021,6,0.004,0.006,NA,NA,0.009,21,1,0,NA,NA,0,0
"2129","apaesnut",2021,7,0.004,0.092,NA,NA,0.037,6.7,1,0,NA,NA,0,0
"2130","apaesnut",2021,8,0.004,0.076,NA,NA,0.08,7.2,1,0,NA,NA,0,0
"2131","apaesnut",2021,9,0.004,0.0623333333333333,NA,NA,0.0356666666666667,2.5,1,0,NA,NA,0,0
"2132","apaesnut",2021,10,0.004,0.084,NA,NA,0.09,6.5,1,0,NA,NA,0,0
"2133","apaesnut",2021,11,0.004,0.044,NA,NA,0.0295,16.5,1,0,NA,NA,1,0
"2134","apaesnut",2022,2,0.004,0.007,NA,NA,0.13,21,1,0,NA,NA,0,0
"2135","apaesnut",2022,3,0.004,0.009,NA,NA,0.035,33,1,0,NA,NA,0,0
"2136","apaesnut",2022,4,0.009,0.085,NA,NA,0.078,9.4,0,0,NA,NA,0,0
"2137","apaesnut",2022,5,0.004,0.004,NA,NA,0.052,13.5,1,0,NA,NA,1,0
"2138","apaesnut",2022,6,0.004,0.14,NA,NA,0.062,13,1,0,NA,NA,0,0
"2139","apaesnut",2022,8,0.004,0.0136666666666667,NA,NA,0.004,11.6666666666667,1,0,NA,NA,1,0
"2140","apaesnut",2022,9,0.004,0.0126666666666667,NA,NA,0.12,10.4333333333333,1,0,NA,NA,0,0
"2141","apaesnut",2022,10,0.004,0.005,NA,NA,0.004,13,1,0,NA,NA,0,0
"2142","apaesnut",2022,11,0.004,0.003,NA,NA,0.037,12,1,0,NA,NA,0,0
"2143","apaesnut",2022,12,0.004,0.01,NA,NA,0.02,22,1,0,NA,NA,0,0
"2144","apambnut",2002,4,0.0145,0.024,0.002,0.16,0.095,2.55,1,0,1,0,0,0
"2145","apambnut",2002,6,0.012,0.004,0.002,NA,0.054,5.1,0,0,1,NA,0,0
"2146","apambnut",2002,7,0.013,0.024,0.002,NA,0.013,5.8,0,0,1,NA,0,0
"2147","apambnut",2002,8,0.01,0.025,0.002,NA,0.045,10.4,0,0,1,NA,0,0
"2148","apambnut",2002,9,0.015,0.006,0.002,NA,0.02,6.4,0,0,1,NA,0,0
"2149","apambnut",2002,10,0.0075,0.0075,0.01,0.053,0.063,5.35,0,0,0,0,0,0
"2150","apambnut",2002,11,0.0025,0.016,0.0115,0.1025,0.114,8.1,0,0,0,0,0,0
"2151","apambnut",2002,12,0.0145,0.015,0.005,0.1865,0.1915,5.15,0,0,0,0,0,0
"2152","apambnut",2003,1,0.012,0.083,0.002,0.36,0.362,4.272,0,0,0,0,0,0
"2153","apambnut",2003,2,0.0035,0.0235,0.002,0.082,0.084,13.4565,0,0,0,0,0,0
"2154","apambnut",2003,4,0.03,0.113,0.007,0.422,0.429,11.107,0,0,0,0,0,0
"2155","apambnut",2003,5,0.0025,0.035,0.0045,0.131,0.1355,7.0485,0,0,0,0,0,0
"2156","apambnut",2003,6,0.0055,0.0085,0.0135,0.1555,0.169,6.1945,0,0,0,0,0,0
"2157","apambnut",2003,7,0.001,0.054,0.002,0.2855,0.2875,2.3495,0,0,0,0,0,0
"2158","apambnut",2003,8,0.001,0.036,0.005,0.6865,0.6915,1.9225,0,0,0,0,0,0
"2159","apambnut",2003,9,0.001,0.0215,0.008,0.238,0.246,5.554,0,0,0,0,0,0
"2160","apambnut",2003,10,0.0015,0.004,0.002,NA,0.212,6.408,0,1,1,NA,0,0
"2161","apambnut",2003,11,0.0025,0.01,0.002,NA,0.12,3.204,0,0,1,NA,0,0
"2162","apambnut",2003,12,0.001,0.004,0.0025,0.1515,0.154,6.1945,0,1,0,0,0,0
"2163","apambnut",2004,1,0.001,0.005,0.003,0.1555,0.1585,3,1,0,0,0,0,0
"2164","apambnut",2004,2,0.001,0.0085,0.003,0.235,0.238,5.1,1,0,0,0,0,0
"2165","apambnut",2004,3,0.001,0.007,0.0025,0.3015,0.304,7.25,0,0,0,0,0,0
"2166","apambnut",2004,4,0.001,0.0065,0.002,NA,0.0485,2.6,1,0,1,NA,0,0
"2167","apambnut",2004,5,0.001,0.017,0.002,0.1425,0.1445,12.5,1,0,0,0,0,0
"2168","apambnut",2004,6,0.01,0.0085,0.002,NA,0.0525,2.8,0,0,1,NA,0,0
"2169","apambnut",2004,7,0.001,0.005,0.002,NA,0.078,2.6,1,0,1,NA,0,0
"2170","apambnut",2004,8,0.001,0.005,0.002,NA,0.008,9.8,0,0,1,NA,1,0
"2171","apambnut",2004,9,0.001,0.016,0.0085,0.051,0.0595,3.45,1,0,0,0,0,0
"2172","apambnut",2004,10,NA,0.019,0.008,0.0985,0.1065,3.85,NA,0,0,0,0,0
"2173","apambnut",2004,11,0.005,0.01825,0.015,0.225,0.24,3.525,0,0,0,0,0,0
"2174","apambnut",2005,1,0.03,0.038,0.0025,0.33,0.3325,1.28,0,0,0,0,0,0
"2175","apambnut",2005,2,0.0025,0.0355,0.0095,0.2765,0.286,4.055,0,0,0,0,0,0
"2176","apambnut",2005,3,0.001,0.006,0.023,0.184,0.207,0.75,1,0,0,0,0,0
"2177","apambnut",2005,4,0.006,0.0505,0.0245,0.44,0.4645,1.615,0,0,0,0,0,0
"2178","apambnut",2005,5,0.0025,0.0665,0.004,0.3335,0.3375,0.895,0,0,0,0,0,0
"2179","apambnut",2005,6,0.0025,0.0495,0.004,0.347,0.351,1.065,0,0,0,0,0,0
"2180","apambnut",2005,8,0.001,0.022,0.003,0.234,0.237,2.775,0,0,0,0,0,0
"2181","apambnut",2005,11,0.00175,0.023,0.00225,0.1595,0.16175,1.6,0,0,0,0,0,0
"2182","apambnut",2006,1,0.001,0.0485,0.002,0.2815,0.2835,1.855,0,0,0,0,0,0
"2183","apambnut",2006,2,0.001,0.042,0.002,0.417,0.419,1.985,0,0,0,0,0,0
"2184","apambnut",2006,3,0.001,0.027,0.0025,0.3035,0.306,3.525,0,0,0,0,0,0
"2185","apambnut",2006,4,0.005,0.062,NA,NA,0.14,7.305,0,0,NA,NA,0,0
"2186","apambnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","apambnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188","apambnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","apambnut",2006,8,0.001,0.004,NA,NA,0.007,6.045,1,0,NA,NA,1,0
"2190","apambnut",2006,9,0.001,0.0105,NA,NA,0.007,8.555,1,0,NA,NA,1,0
"2191","apambnut",2006,10,0.001,0.004,NA,NA,0.007,3.735,0,1,NA,NA,1,0
"2192","apambnut",2006,11,0.001,0.00625,NA,NA,0.044,5.0075,1,0,NA,NA,0,0
"2193","apambnut",2007,1,0.008,0.021,NA,NA,0.2035,4,0,0,NA,NA,0,0
"2194","apambnut",2007,2,0.002,0.0045,NA,NA,0.272,8.8,0,1,NA,NA,0,0
"2195","apambnut",2007,3,0.008,0.166,NA,NA,0.326,5,0,0,NA,NA,0,0
"2196","apambnut",2007,4,0.002,0.021,NA,NA,0.152,6.5,1,0,NA,NA,0,0
"2197","apambnut",2007,5,0.002,0.023,NA,NA,0.153,21.7,0,0,NA,NA,0,0
"2198","apambnut",2007,6,0.003,0.008,NA,NA,0.005,8.3,0,0,NA,NA,0,0
"2199","apambnut",2007,7,0.002,0.026,NA,NA,0.0014,4,1,0,NA,NA,1,0
"2200","apambnut",2007,8,0.002,0.026,NA,NA,0.00633333333333333,8.06666666666667,1,1,NA,NA,0,0
"2201","apambnut",2007,9,0.002,0.012,NA,NA,0.0014,9.8,0,0,NA,NA,1,0
"2202","apambnut",2007,10,0.002,0.008,NA,NA,0.004,8.7,0,1,NA,NA,0,0
"2203","apambnut",2007,11,0.004,0.022,NA,NA,0.007,3.1,0,0,NA,NA,0,0
"2204","apambnut",2007,12,0.002,0.008,NA,NA,0.014,5.8,1,1,NA,NA,0,0
"2205","apambnut",2008,1,0.002,0.13,NA,NA,0.13,0.9,1,0,NA,NA,0,0
"2206","apambnut",2008,2,0.002,0.019,NA,NA,0.298,5.1,1,0,NA,NA,0,0
"2207","apambnut",2008,3,0.006,0.049,NA,NA,0.279,4,0,0,NA,NA,0,0
"2208","apambnut",2008,4,0.002,0.014,NA,NA,0.097,2.9,1,0,NA,NA,0,0
"2209","apambnut",2008,5,0.002,0.032,NA,NA,0.16,4.5,1,0,NA,NA,0,0
"2210","apambnut",2008,6,0.002,0.034,NA,NA,0.009,8.2,1,0,NA,NA,0,0
"2211","apambnut",2008,7,0.002,0.02,NA,NA,0.0062,14.1,0,0,NA,NA,1,0
"2212","apambnut",2008,8,0.002,0.022,NA,NA,0.014,4.9,1,0,NA,NA,0,0
"2213","apambnut",2008,9,0.002,0.02,NA,NA,0.0062,7.6,0,0,NA,NA,1,0
"2214","apambnut",2008,10,0.006,0.017,NA,NA,NA,10.3,0,0,NA,NA,NA,0
"2215","apambnut",2008,11,0.002,0.0516666666666667,NA,NA,0.180333333333333,5.56666666666667,0,0,NA,NA,0,0
"2216","apambnut",2008,12,NA,0.019,NA,NA,0.115,5.1,NA,0,NA,NA,0,0
"2217","apambnut",2009,1,0.002,0.0117,NA,NA,0.362,10,1,1,NA,NA,0,0
"2218","apambnut",2009,2,0.004,0.013,NA,NA,0.0062,10,0,0,NA,NA,1,0
"2219","apambnut",2009,3,0.002,0.014,NA,NA,0.302,4,1,0,NA,NA,0,0
"2220","apambnut",2009,4,0.017,0.049,NA,NA,0.174,2.7,0,0,NA,NA,0,0
"2221","apambnut",2009,5,0.001,0.078,NA,NA,0.042,10,0,0,NA,NA,0,0
"2222","apambnut",2009,6,0.005,0.0193,NA,NA,0.159,8.3,0,1,NA,NA,0,0
"2223","apambnut",2009,7,0.001,0.0193,NA,NA,0.025,4.7,0,1,NA,NA,0,0
"2224","apambnut",2009,8,0.001,0.0193,NA,NA,0.008,9.4,1,1,NA,NA,0,0
"2225","apambnut",2009,9,0.002,0.074,NA,NA,0.032,12.7,0,0,NA,NA,0,0
"2226","apambnut",2009,10,0.004,0.036,NA,NA,0.112,7.8,0,0,NA,NA,0,0
"2227","apambnut",2009,11,0.005,0.027,NA,NA,0.141,22.8,0,0,NA,NA,0,0
"2228","apambnut",2009,12,0.008,0.0706666666666667,NA,NA,0.251,2.83333333333333,0,0,NA,NA,0,0
"2229","apambnut",2010,1,0.003,0.067,NA,NA,NA,1.1,0,0,NA,NA,NA,0
"2230","apambnut",2010,2,0.008,0.043,NA,NA,0.361,4,0,0,NA,NA,0,0
"2231","apambnut",2010,3,0.002,0.0177,NA,NA,0.224,11.6,1,1,NA,NA,0,0
"2232","apambnut",2010,4,0.002,0.0177,NA,NA,0.399,5.4,1,1,NA,NA,0,0
"2233","apambnut",2010,5,0.004,0.029,NA,NA,0.364,5.4,0,0,NA,NA,0,0
"2234","apambnut",2010,6,0.002,0.0177,NA,NA,0.03,10.5,1,1,NA,NA,0,0
"2235","apambnut",2010,7,0.003,0.028,NA,NA,0.006,8,0,0,NA,NA,0,0
"2236","apambnut",2010,8,0.002,0.052,NA,NA,0.00366666666666667,7.53333333333333,1,0,NA,NA,0,0
"2237","apambnut",2010,9,0.002,0.082,NA,NA,0.0021,11.2,0,0,NA,NA,1,0
"2238","apambnut",2010,10,0.003,0.022,NA,NA,0.076,9.8,0,0,NA,NA,0,0
"2239","apambnut",2010,12,0.002,0.103,NA,NA,0.152,5.8,1,0,NA,NA,0,0
"2240","apambnut",2011,1,0.003,0.065,NA,NA,0.058,13.2,0,0,NA,NA,0,0
"2241","apambnut",2011,2,0.003,0.015,NA,NA,0.296,10.3,0,1,NA,NA,0,0
"2242","apambnut",2011,3,0.003,0.015,NA,NA,0.168,16.1,0,1,NA,NA,0,0
"2243","apambnut",2011,4,0.003,0.059,NA,NA,0.241,7.4,0,0,NA,NA,0,0
"2244","apambnut",2011,5,0.007,0.067,NA,NA,0.003,7.2,0,0,NA,NA,1,0
"2245","apambnut",2011,6,0.003,0.015,NA,NA,0.004,16.3,1,1,NA,NA,0,0
"2246","apambnut",2011,7,0.003,0.018,NA,NA,0.003,11.2,1,0,NA,NA,1,0
"2247","apambnut",2011,8,0.003,0.015,NA,NA,0.039,13.8,1,1,NA,NA,0,0
"2248","apambnut",2011,9,0.003,0.035,NA,NA,0.047,5.8,0,0,NA,NA,0,0
"2249","apambnut",2011,10,0.003,0.015,NA,NA,0.01,7.4,1,1,NA,NA,0,0
"2250","apambnut",2011,11,0.003,0.022,NA,NA,0.004,12.1,0,0,NA,NA,0,0
"2251","apambnut",2011,12,0.009,0.016,NA,NA,0.014,7.4,0,0,NA,NA,0,0
"2252","apambnut",2012,1,0.003,0.058,NA,NA,0.0024,3.13,1,0,NA,NA,1,0
"2253","apambnut",2012,2,0.006,0.036,NA,NA,0.133,7.37,0,0,NA,NA,0,0
"2254","apambnut",2012,3,0.003,0.062,NA,NA,0.003,10.95,1,0,NA,NA,0,0
"2255","apambnut",2012,4,0.004,0.022,NA,NA,0.051,5.59,0,0,NA,NA,0,0
"2256","apambnut",2012,5,0.003,0.013,NA,NA,0.006,3.13,1,1,NA,NA,0,0
"2257","apambnut",2012,6,0.003,0.014,NA,NA,0.018,7.82,1,0,NA,NA,0,0
"2258","apambnut",2012,7,0.003,0.013,NA,NA,0.0024,2.01,1,1,NA,NA,1,0
"2259","apambnut",2012,8,0.003,0.041,NA,NA,0.0024,4.47,1,0,NA,NA,1,0
"2260","apambnut",2012,9,0.003,0.03,NA,NA,0.0024,10.06,1,0,NA,NA,1,0
"2261","apambnut",2012,10,0.003,0.021,NA,NA,0.004,11.17,1,0,NA,NA,0,0
"2262","apambnut",2012,11,0.004,0.047,NA,NA,0.007,2.345,1,0,NA,NA,0,0
"2263","apambnut",2013,1,0.003,0.041,NA,NA,0.181,1.34,0,0,NA,NA,0,0
"2264","apambnut",2013,2,0.007,0.027,NA,NA,0.002,4.69,0,0,NA,NA,1,0
"2265","apambnut",2013,3,0.014,0.08,NA,NA,0.262,2.46,0,0,NA,NA,0,0
"2266","apambnut",2013,4,0.003,0.091,NA,NA,0.23,4.24,1,0,NA,NA,0,0
"2267","apambnut",2013,5,0.003,0.063,NA,NA,0.05,4.24,1,0,NA,NA,0,0
"2268","apambnut",2013,6,0.003,0.013,NA,NA,0.021,NA,1,1,NA,NA,0,NA
"2269","apambnut",2013,7,0.005,0.054,NA,NA,0.16,6,0,0,NA,NA,0,0
"2270","apambnut",2013,8,0.005,0.007,NA,NA,0.11,13,0,0,NA,NA,0,0
"2271","apambnut",2013,9,0.00433333333333333,0.0156666666666667,NA,NA,0.0963333333333333,11,0,0,NA,NA,0,0
"2272","apambnut",2013,10,0.005,0.019,NA,NA,0.12,7.5,0,0,NA,NA,0,0
"2273","apambnut",2013,12,0.005,0.006,NA,NA,0.24,3.3,0,0,NA,NA,0,0
"2274","apambnut",2014,1,0.005,0.018,NA,NA,0.38,3.3,0,0,NA,NA,0,0
"2275","apambnut",2014,2,0.004,0.014,NA,NA,0.58,3.5,1,0,NA,NA,0,0
"2276","apambnut",2014,3,0.004,0.025,NA,NA,0.34,7.6,1,0,NA,NA,0,0
"2277","apambnut",2014,4,0.004,0.02,NA,NA,0.36,6.9,1,0,NA,NA,0,0
"2278","apambnut",2014,5,0.014,0.023,NA,NA,0.38,1,0,0,NA,NA,0,0
"2279","apambnut",2014,6,0.005,0.012,NA,NA,0.004,8.9,0,0,NA,NA,1,0
"2280","apambnut",2014,7,0.004,0.011,NA,NA,0.09,11,1,0,NA,NA,0,0
"2281","apambnut",2014,8,0.004,0.01,NA,NA,0.005,9.6,1,0,NA,NA,0,0
"2282","apambnut",2014,9,0.004,0.011,NA,NA,0.004,7,1,0,NA,NA,1,0
"2283","apambnut",2014,10,0.004,0.004,NA,NA,0.065,6.85,1,0,NA,NA,0,0
"2284","apambnut",2014,12,0.004,0.011,NA,NA,0.19,10,1,0,NA,NA,0,0
"2285","apambnut",2015,1,0.006,0.16,NA,NA,0.21,3.2,0,0,NA,NA,0,0
"2286","apambnut",2015,2,0.004,0.006,NA,NA,0.31,8.2,1,0,NA,NA,0,0
"2287","apambnut",2015,3,0.006,0.007,NA,NA,0.36,7.3,0,0,NA,NA,0,0
"2288","apambnut",2015,4,0.009,0.013,NA,NA,0.15,17,0,0,NA,NA,0,0
"2289","apambnut",2015,5,0.004,0.005,NA,NA,0.14,7,0,0,NA,NA,0,0
"2290","apambnut",2015,6,0.004,0.006,NA,NA,0.13,9.5,1,0,NA,NA,0,0
"2291","apambnut",2015,7,0.004,0.004,NA,NA,0.009,7.4,1,0,NA,NA,0,0
"2292","apambnut",2015,8,0.004,0.009,NA,NA,0.004,7.7,1,0,NA,NA,1,0
"2293","apambnut",2015,9,0.005,0.004,NA,NA,0.008,13,0,0,NA,NA,0,0
"2294","apambnut",2015,10,0.004,0.015,NA,NA,0.09,6.3,1,0,NA,NA,0,0
"2295","apambnut",2015,11,0.004,0.018,NA,NA,0.05,5.8,1,0,NA,NA,0,0
"2296","apambnut",2015,12,0.006,0.01,NA,NA,0.24,7,0,0,NA,NA,0,0
"2297","apambnut",2016,1,0.011,0.023,NA,NA,0.24,0.69,0,0,NA,NA,0,1
"2298","apambnut",2016,2,0.009,0.007,NA,NA,0.42,2.9,0,0,NA,NA,0,0
"2299","apambnut",2016,3,0.006,0.007,NA,NA,0.47,5.5,0,0,NA,NA,0,0
"2300","apambnut",2016,4,0.004,0.023,NA,NA,0.32,4.6,1,0,NA,NA,0,0
"2301","apambnut",2016,5,0.004,0.01,NA,NA,0.18,7.4,1,0,NA,NA,0,0
"2302","apambnut",2016,6,0.004,0.006,NA,NA,0.021,13,0,0,NA,NA,0,0
"2303","apambnut",2016,7,0.004,0.009,NA,NA,0.004,8.5,1,0,NA,NA,1,0
"2304","apambnut",2016,8,0.004,0.006,NA,NA,0.008,9.3,1,0,NA,NA,0,0
"2305","apambnut",2016,9,0.004,0.016,NA,NA,0.004,8.3,0,0,NA,NA,1,0
"2306","apambnut",2016,10,0.004,0.009,NA,NA,0.006,11,1,0,NA,NA,0,0
"2307","apambnut",2016,11,0.004,0.007,NA,NA,0.004,7.3,1,0,NA,NA,1,0
"2308","apambnut",2016,12,0.004,0.02,NA,NA,0.14,4.4,1,0,NA,NA,0,0
"2309","apambnut",2017,1,0.004,0.018,NA,NA,0.16,3.2,1,0,NA,NA,0,0
"2310","apambnut",2017,2,0.004,0.009,NA,NA,0.22,5.45,1,0,NA,NA,0,0
"2311","apambnut",2017,4,0.004,0.006,NA,NA,0.12,7.6,1,0,NA,NA,0,0
"2312","apambnut",2017,5,0.005,0.005,NA,NA,0.094,8.4,0,0,NA,NA,0,0
"2313","apambnut",2017,6,0.004,0.004,NA,NA,0.12,9.2,1,0,NA,NA,0,0
"2314","apambnut",2017,7,0.004,0.018,NA,NA,0.025,12,1,0,NA,NA,0,0
"2315","apambnut",2017,8,0.004,0.003,NA,NA,0.004,10,1,0,NA,NA,1,0
"2316","apambnut",2017,9,0.004,0.009,NA,NA,0.008,9.6,1,0,NA,NA,0,0
"2317","apambnut",2017,10,0.004,0.004,NA,NA,0.004,5.9,1,0,NA,NA,1,0
"2318","apambnut",2017,11,0.004,0.0105,NA,NA,0.0495,4.6,1,0,NA,NA,0,0
"2319","apambnut",2018,1,0.004,0.009,NA,NA,0.082,5,1,0,NA,NA,0,0
"2320","apambnut",2018,2,0.004,0.006,NA,NA,0.18,3.2,1,0,NA,NA,0,0
"2321","apambnut",2018,3,0.004,0.021,NA,NA,0.19,6.7,1,0,NA,NA,0,0
"2322","apambnut",2018,4,0.004,0.004,NA,NA,0.004,4.5,1,0,NA,NA,1,0
"2323","apambnut",2018,5,0.004,0.002,NA,NA,0.091,7.5,1,1,NA,NA,0,0
"2324","apambnut",2018,6,0.004,0.004,NA,NA,0.11,7,1,0,NA,NA,0,0
"2325","apambnut",2018,7,0.004,0.003,NA,NA,0.004,12,1,0,NA,NA,0,0
"2326","apambnut",2018,8,0.004,0.005,NA,NA,0.093,11,1,0,NA,NA,0,0
"2327","apambnut",2018,9,0.004,0.004,NA,NA,0.09,7.8,1,0,NA,NA,0,0
"2328","apambnut",2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329","apambnut",2018,11,0.004,0.0155,NA,NA,0.1075,5.6,1,0,NA,NA,0,0
"2330","apambnut",2019,1,0.008,0.023,NA,NA,0.45,2.2,0,0,NA,NA,0,0
"2331","apambnut",2019,2,0.01,0.021,NA,NA,0.54,4,0,0,NA,NA,0,0
"2332","apambnut",2019,3,0.004,0.009,NA,NA,0.33,5.2,1,0,NA,NA,0,0
"2333","apambnut",2019,4,0.004,0.025,NA,NA,0.27,5.5,1,0,NA,NA,0,0
"2334","apambnut",2019,5,0.004,0.003,NA,NA,0.1,8.5,1,0,NA,NA,0,0
"2335","apambnut",2019,6,0.004,0.002,NA,NA,0.004,8.4,1,0,NA,NA,1,0
"2336","apambnut",2019,7,0.004,0.006,NA,NA,0.034,11,1,0,NA,NA,0,0
"2337","apambnut",2019,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338","apambnut",2019,9,0.004,0.007,NA,NA,0.004,8.5,1,0,NA,NA,1,0
"2339","apambnut",2019,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
